flare_id, event_date, start_time         , peak_time          , end_time           , goes_class, goes_location, noaa_active_region, fl_location                   , x_hpc              , y_hpc              , y                   , x                    , centroids                     , fl_lat, fl_lon
     851, 2010-09-18, 2010-09-18 06:18:00, 2010-09-18 08:52:00, 2010-09-18 09:05:00, B4.2      , "(0, 0)"     ,              11106,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     852, 2010-09-18, 2010-09-18 12:44:00, 2010-09-18 12:48:00, 2010-09-18 12:51:00, B2.3      , "(0, 0)"     ,              11108,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     853, 2010-09-19, 2010-09-19 02:47:00, 2010-09-19 02:56:00, 2010-09-19 03:05:00, B2.4      , "(0, 0)"     ,              11106,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     854, 2010-09-19, 2010-09-19 06:38:00, 2010-09-19 07:16:00, 2010-09-19 08:04:00, B3.6      , "(0, 0)"     ,              11108,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     855, 2010-09-20, 2010-09-20 18:11:00, 2010-09-20 18:14:00, 2010-09-20 18:16:00, B3.7      , "(0, 0)"     ,              11109,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     856, 2010-09-20, 2010-09-20 19:34:00, 2010-09-20 19:45:00, 2010-09-20 19:49:00, C2.1      , "(0, 0)"     ,              11109,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     857, 2010-09-20, 2010-09-20 20:59:00, 2010-09-20 21:03:00, 2010-09-20 21:05:00, C1.2      , "(0, 0)"     ,              11109,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     858, 2010-09-20, 2010-09-20 22:19:00, 2010-09-20 22:25:00, 2010-09-20 22:27:00, C1.0      , "(0, 0)"     ,              11109,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     859, 2010-09-20, 2010-09-20 23:38:00, 2010-09-20 23:43:00, 2010-09-20 23:45:00, B8.2      , "(0, 0)"     ,              11109,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     860, 2010-09-21, 2010-09-21 05:57:00, 2010-09-21 06:08:00, 2010-09-21 07:00:00, B9.0      , "(0, 0)"     ,              11109,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     861, 2010-09-21, 2010-09-21 07:38:00, 2010-09-21 07:53:00, 2010-09-21 08:09:00, C1.4      , "(0, 0)"     ,              11109,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     862, 2010-09-21, 2010-09-21 17:55:00, 2010-09-21 18:01:00, 2010-09-21 18:10:00, B4.4      , "(0, 0)"     ,              11109,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     863, 2010-09-22, 2010-09-22 03:50:00, 2010-09-22 03:53:00, 2010-09-22 03:57:00, B2.7      , "(0, 0)"     ,              11109,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     864, 2010-09-22, 2010-09-22 04:26:00, 2010-09-22 05:09:00, 2010-09-22 05:37:00, B8.5      , "(0, 0)"     ,              11109,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     865, 2010-09-22, 2010-09-22 14:34:00, 2010-09-22 14:42:00, 2010-09-22 14:56:00, B2.7      , "(0, 0)"     ,              11106,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     866, 2010-09-23, 2010-09-23 04:56:00, 2010-09-23 05:00:00, 2010-09-23 05:05:00, B2.6      , "(-66, 19)"  ,              11109, "(-66, 19)"                   , -827.2956568843219 , 264.3939903006632  , 0.3255681544571567  , -0.863774199855458   ,                               , 19.0  , -66.0
     867, 2010-09-24, 2010-09-24 01:20:00, 2010-09-24 01:25:00, 2010-09-24 01:31:00, B2.9      , "(0, 0)"     ,              11109,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     868, 2010-09-24, 2010-09-24 09:52:00, 2010-09-24 09:55:00, 2010-09-24 09:58:00, B1.9      , "(0, 0)"     ,              11109,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     869, 2010-09-24, 2010-09-24 09:53:00, 2010-09-24 09:55:00, 2010-09-24 09:58:00, B2.1      , "(0, 0)"     ,              11109,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     870, 2010-09-25, 2010-09-25 01:38:00, 2010-09-25 02:23:00, 2010-09-25 02:43:00, B4.0      , "(0, 0)"     ,              11109,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     871, 2010-09-25, 2010-09-25 09:38:00, 2010-09-25 09:51:00, 2010-09-25 10:04:00, B2.8      , "(0, 0)"     ,              11109,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     872, 2010-09-25, 2010-09-25 17:02:00, 2010-09-25 17:16:00, 2010-09-25 17:33:00, B2.5      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     873, 2010-09-26, 2010-09-26 02:45:00, 2010-09-26 02:49:00, 2010-09-26 02:51:00, B2.0      , "(0, 0)"     ,              11109,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     874, 2010-09-26, 2010-09-26 03:43:00, 2010-09-26 03:47:00, 2010-09-26 03:50:00, B2.2      , "(0, 0)"     ,              11109,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     875, 2010-09-26, 2010-09-26 04:44:00, 2010-09-26 04:49:00, 2010-09-26 04:54:00, B3.0      , "(0, 0)"     ,              11109,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     876, 2010-09-26, 2010-09-26 05:38:00, 2010-09-26 05:42:00, 2010-09-26 05:45:00, B2.5      , "(0, 0)"     ,              11109,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     877, 2010-09-26, 2010-09-26 06:31:00, 2010-09-26 06:36:00, 2010-09-26 06:40:00, B1.9      , "(0, 0)"     ,              11109,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     878, 2010-09-26, 2010-09-26 07:00:00, 2010-09-26 07:04:00, 2010-09-26 07:12:00, B2.6      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     879, 2010-09-26, 2010-09-26 09:18:00, 2010-09-26 09:26:00, 2010-09-26 09:33:00, B5.3      , "(-22, 21)"  ,              11109, "(-22, 21)"                   , -336.0059054461308 , 241.56268381026666 , 0.35836794954530027 , -0.349725383249891   ,                               , 21.0  , -22.0
